product_id,category,sub_category,product_name
TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier
OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders
OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders
FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables
OFF-FA-10000490,Office Supplies,Fasteners,"\"OIC Binder Clips, Mini, 1/4\"\" Capacity"
OFF-AR-10000122,Office Supplies,Art,Newell 314
TEC-PH-10000702,Technology,Phones,"\"Square Credit Card Reader, 4 1/2\"\" x 4 1/2\"\" x 1\"\""
OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip"
OFF-PA-10001970,Office Supplies,Paper,Xerox 1881
OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders
OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System
FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases
OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box"
OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush"
OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16� x 11�"
OFF-AP-10001124,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection
OFF-LA-10001158,Office Supplies,Labels,"\"Avery Address/Shipping Labels for Typewriters, 4\"\" x 2\"\"\""
FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair
OFF-AR-10003732,Office Supplies,Art,Newell 333
FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories
OFF-BI-10002412,Office Supplies,Binders,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders
OFF-SU-10001225,Office Supplies,Supplies,Staple remover
OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File
OFF-PA-10002036,Office Supplies,Paper,Xerox 1930
OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File
TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit�Smart WiFi Router
OFF-AR-10000658,Office Supplies,Art,Newell 324
TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite
OFF-PA-10003039,Office Supplies,Paper,Xerox 1960
FUR-TA-10004915,Furniture,Tables,"\"Office Impressions End Table, 20-1/2\"\"H x 24\"\"W x 20\"\"D\""
OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber
OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote
OFF-BI-10000309,Office Supplies,Binders,"\"GBC Twin Loop Wire Binding Elements, 9/16\"\" Spine"
OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection
OFF-BI-10002225,Office Supplies,Binders,"\"Square Ring Data Binders, Rigid 75 Pt. Covers, 11\"\" x 14-7/8\"\"\""
TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card
FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200
TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server
FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive
OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils
OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone
TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier
OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders
OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders
OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma
OFF-PA-10002552,Office Supplies,Paper,Xerox 1958
OFF-SU-10002573,Office Supplies,Supplies,"\"Acme 10\"\" Easy Grip Assistive Scissors\""
OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File
OFF-ST-10000934,Office Supplies,Storage,"\"Contico 72\"\"H Heavy-Duty Storage System\""
TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card
OFF-PA-10001947,Office Supplies,Paper,Xerox 1974
OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack"
OFF-AP-10004249,Office Supplies,Appliances,Staple holder
TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier
OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page"
FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base"
OFF-PA-10002893,Office Supplies,Paper,"\"Wirebound Service Call Books, 5 1/2\"\" x 4\"\"\""
OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels
OFF-PA-10001970,Office Supplies,Paper,Xerox 1908
FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine
FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair
OFF-PA-10000157,Office Supplies,Paper,Xerox 191
OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener
FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs
OFF-PA-10003845,Office Supplies,Paper,Xerox 1987
OFF-AR-10001573,Office Supplies,Art,American Pencil
OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window"
TEC-AC-10004114,Technology,Accessories,KeyTronic�6101 Series -�Keyboard�- Black
FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black"
OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files
FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs
FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame
OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System
TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner"
OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil
OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System
OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma
OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart
OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers
TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard
TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner"
OFF-PA-10002230,Office Supplies,Paper,Xerox 1897
FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair
FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame
OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays
OFF-PA-10002222,Office Supplies,Paper,"\"Xerox Color Copier Paper, 11\"\" x 17\"\""
FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair
OFF-LA-10001317,Office Supplies,Labels,Avery 520
FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs"
OFF-AR-10000588,Office Supplies,Art,Newell 345
OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer
OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener
OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils
OFF-AR-10004974,Office Supplies,Art,Newell 342
TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S
OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer
TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive
FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray"
FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms
OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope
OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner
TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock
FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table
OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back
OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener
OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote"
FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library
OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket
OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box"
OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving
FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish"
TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3
OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue"
OFF-PA-10001509,Office Supplies,Paper,"\"Recycled Desk Saver Line \"\"While You Were Out\"\" Book"
OFF-PA-10003465,Office Supplies,Paper,Xerox 1912
TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless
OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils
OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size"
TEC-AC-10001445,Technology,Accessories,Imation�USB 2.0 Swivel�Flash Drive�USB�flash drive�- 4 GB - Pink
TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases
TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock
TEC-PH-10001363,Technology,Phones,Apple iPhone 5S
TEC-PH-10000376,Technology,Phones,Square Credit Card Reader
TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse
OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving
OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes
TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive
FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table
OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White"
OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips
FUR-FU-10004864,Furniture,Furnishings,"\"Howard Miller 14-1/2\"\" Diameter Chrome Round Wall Clock\""
FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories
OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders
OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers
FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter
OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets
OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11"
OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener
OFF-AR-10003856,Office Supplies,Art,Newell 344
OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle
OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind
FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock
TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
OFF-AR-10003811,Office Supplies,Art,Newell 327
OFF-AR-10001246,Office Supplies,Art,Newell 317
TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier
OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box
OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers
OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black
OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal
TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset
TEC-AC-10003832,Technology,Accessories,Imation�16GB Mini TravelDrive USB 2.0�Flash Drive
OFF-FA-10002815,Office Supplies,Fasteners,Staples
FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs
OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers
OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener
OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs
FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors
TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B
OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box
OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black"
OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders
OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac
FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set"
TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard
TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset
TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive
TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small�Office Telephone�- Titanium
FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"
OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898
OFF-SU-10001935,Office Supplies,Supplies,Staple remover
FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall
FUR-FU-10003039,Furniture,Furnishings,"\"Howard Miller 11-1/2\"\" Diameter Grantwood Wall Clock\""
OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips
OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack
OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters
OFF-LA-10001297,Office Supplies,Labels,Avery 473
FUR-TA-10004256,Furniture,Tables,Bretford �Just In Time� Height-Adjustable Multi-Task Work Tables
OFF-PA-10003441,Office Supplies,Paper,Xerox 226
OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb"
OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts"
FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame
OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack"
TEC-PH-10002496,Technology,Phones,Cisco SPA301
OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels
OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front"
OFF-PA-10004451,Office Supplies,Paper,Xerox 222
FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs
TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple
OFF-AR-10003394,Office Supplies,Art,Newell 332
OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books
OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors
FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14\""
OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener
TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ
OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box"
TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh
OFF-PA-10002005,Office Supplies,Paper,Xerox 225
OFF-PA-10004101,Office Supplies,Paper,Xerox 1894
OFF-AR-10004078,Office Supplies,Art,Newell 312
OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector
FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp
OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips
TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone
TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter
OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand"
OFF-PA-10002120,Office Supplies,Paper,Xerox 1889
OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders
TEC-PH-10003092,Technology,Phones,Motorola L804
OFF-LA-10004345,Office Supplies,Labels,Avery 493
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972
TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System
OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders
FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge"
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back"
OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders
TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone
OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl"
FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm"
OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room
OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl"
FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown"
OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector
OFF-BI-10000605,Office Supplies,Binders,"\"Acco Pressboard Covers with Storage Hooks, 9 1/2\"\" x 11\"\""
OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units
TEC-AC-10001267,Technology,Accessories,Imation�32GB Pocket Pro USB 3.0�Flash Drive�- 32 GB - Black - 1 P ...
TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410
TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack"
FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat
OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC
OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax
OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders
FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories
OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files
OFF-LA-10002787,Office Supplies,Labels,Avery 480
OFF-PA-10001934,Office Supplies,Paper,Xerox 1993
OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red"
OFF-FA-10003112,Office Supplies,Fasteners,Staples
OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector
TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad
TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card
OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge
OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders
OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes
OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving
OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors
TEC-PH-10004042,Technology,Phones,ClearOne Communications CHAT 70 OC�Speaker Phone
FUR-FU-10003096,Furniture,Furnishings,"Master Giant Foot Doorstop, Safety Yellow"
FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock
FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base"
OFF-PA-10002377,Office Supplies,Paper,"\"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4\"\"X8 1/2\"\""
OFF-AR-10001954,Office Supplies,Art,Newell 331
OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector
OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% R�sum� Paper, 24lb."
OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum
TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack"
FUR-FU-10003553,Furniture,Furnishings,"\"Howard Miller 13-1/2\"\" Diameter Rosebrook Wall Clock\""
OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System
OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders
OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes
TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print
OFF-LA-10001934,Office Supplies,Labels,Avery 516
FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish"
FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps
OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File
TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB�Flash Drive Imation�Corp
OFF-PA-10000743,Office Supplies,Paper,Xerox 1977
OFF-LA-10002312,Office Supplies,Labels,Avery 490
OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White"
OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack"
OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers
FUR-FU-10003394,Furniture,Furnishings,"\"Tenex \"\"The Solids\"\" Textured Chair Mats\""
FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables
OFF-PA-10001800,Office Supplies,Paper,Xerox 220
OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector
FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases
OFF-EN-10001219,Office Supplies,Envelopes,"\"#10- 4 1/8\"\" x 9 1/2\"\" Security-Tint Envelopes\""
OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer
TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac
OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets
FUR-FU-10002253,Furniture,Furnishings,"\"Howard Miller 13\"\" Diameter Pewter Finish Round Wall Clock\""
OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases
OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16"
FUR-FU-10000222,Furniture,Furnishings,"\"Seth Thomas 16\"\" Steel Case Clock\""
OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors
OFF-EN-10001141,Office Supplies,Envelopes,"\"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6\"\" x 9\"\"\""
TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone
OFF-PA-10001954,Office Supplies,Paper,Xerox 1964
FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base"
OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony"
TEC-AC-10003610,Technology,Accessories,Logitech�Illuminated - Keyboard
FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase
OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders
TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400
OFF-LA-10003223,Office Supplies,Labels,Avery 508
OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs
OFF-PA-10004971,Office Supplies,Paper,Xerox 196
OFF-SU-10004261,Office Supplies,Supplies,"\"Fiskars 8\"\" Scissors"
TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable
OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers
FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames
OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders
TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer
FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables
OFF-LA-10004484,Office Supplies,Labels,Avery 476
OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes
TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System
OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack
OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp
FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs
OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders
OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit
OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener
FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene"
OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2"
FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair
OFF-PA-10003657,Office Supplies,Paper,Xerox 1927
